0.64585,3.1441,4.9977,1.463,4.8171,0.051878,0.070775,2.1938,3.0081,1.4118,6.5498,2.1781,1.7715,2.8457,1.7734,1.1848,2.2798,1.6063,2.2678,0.061405,7.3427,0.30241,0.020413,1.7551,0.53749,1.7583,-0.43899,0.81796,1.0412,0.23506,0.22082,0.79332,1.1401,0.57032,-0.92183,0.34591,0.111,0.69291,0.27158,0.18742,0.038429,1.7944
0.96598,3.0528,3.7044,1.881,4.1789,0.039426,0.061521,3.1591,2.4984,1.4141,5.9945,2.1843,2.3899,2.3839,1.8003,1.2882,2.242,1.9367,2.0145,0.071715,9.168,0.35661,0.022146,1.6472,0.69391,1.6427,-0.40979,0.8345,1.0916,0.30502,0.19274,0.96214,0.78777,0.64971,-0.67243,0.31073,0.13954,0.45352,0.23844,0.26084,0.039388,1.6071
0.92573,2.0858,4.3222,1.7074,3.8948,0.052159,0.066057,2.4854,2.4302,0.9535,6.4523,2.2443,1.5419,2.8858,2.0829,1.0232,2.8095,1.5838,2.7536,0.075186,6.8334,0.34621,0.020295,1.35,0.55876,1.5369,-0.48052,0.64114,1.3912,0.27789,0.18759,0.97441,1.1383,0.70191,-0.60822,0.29084,0.14728,0.53285,0.21157,0.17508,0.034319,2.3216
0.93237,2.7249,3.122,1.5373,4.5256,0.046612,0.083579,2.5617,2.7104,1.1471,5.2392,2.0831,2.1439,2.0352,1.7461,1.2872,2.7014,1.4357,2.238,0.090176,10.245,0.31387,0.020409,1.4662,0.59471,1.4308,-0.58492,0.72456,1.4306,0.24631,0.1968,0.82248,1.0964,0.75559,-0.59228,0.45378,0.16509,0.45827,0.27064,0.26043,0.038272,1.7374
0.69323,2.1191,3.0808,1.6779,3.9785,0.062049,0.063418,3.1503,2.736,1.1348,6.7493,1.9806,1.5038,2.3558,1.8873,1.352,2.1623,1.6289,2.2899,0.065484,10.029,0.2955,0.023904,1.2348,0.83701,1.7367,-0.59195,0.69478,1.4515,0.21049,0.26419,0.98742,0.72375,0.59079,-0.89576,0.43663,0.16981,0.57687,0.23181,0.20577,0.040681,1.6046
0.74563,2.557,3.1928,1.4373,3.6363,0.059482,0.079441,2.0186,2.265,1.2415,5.0268,2.0884,1.5974,2.5923,1.355,0.90081,1.9602,1.3606,2.7229,0.066136,6.7063,0.40908,0.016368,1.2841,0.81901,1.641,-0.6223,0.76752,0.96421,0.27354,0.29718,0.85788,1.1412,0.67855,-0.64661,0.46437,0.14553,0.4646,0.25401,0.1663,0.04501,2.323
0.62689,2.0148,4.3654,1.5835,3.5145,0.061441,0.082414,2.5985,2.7851,1.2526,5.2673,2.1379,1.8688,2.6401,1.3617,1.2573,2.2736,1.7923,2.3966,0.081135,7.7392,0.37692,0.021417,1.3092,0.57829,1.744,-0.58051,0.59341,1.3467,0.2929,0.27483,0.66428,0.89688,0.52337,-0.72802,0.38015,0.13073,0.45605,0.21269,0.22602,0.029156,1.5349
0.71764,2.6494,4.0065,2.1426,5.14,0.042845,0.066068,3.134,2.8118,1.3342,5.9968,2.5495,2.4685,2.341,1.6725,0.98915,1.9675,1.7743,1.7438,0.084631,8.9006,0.33922,0.022999,1.3075,0.67873,1.339,-0.49137,0.87725,1.0281,0.32141,0.19816,0.77023,0.86154,0.74732,-0.5836,0.38696,0.12948,0.63099,0.25289,0.19204,0.039972,1.7505
0.86492,3.1452,4.1453,2.1747,4.7467,0.058007,0.066792,1.9698,3.0385,1.4613,5.8517,2.0488,1.5584,2.8894,1.8199,1.0822,1.7862,1.7924,1.7392,0.067427,6.7017,0.42675,0.019974,1.5708,0.76099,1.4401,-0.53112,0.8196,0.99955,0.26737,0.20757,0.68178,0.83556,0.64613,-0.76969,0.3558,0.14489,0.59728,0.23089,0.19672,0.040087,2.3308
0.85427,2.3347,4.8957,2.1064,3.8549,0.05682,0.074834,2.6264,2.2717,1.0572,5.3465,2.3232,1.7772,2.9697,1.4524,1.351,2.229,1.5245,2.6542,0.070221,10.891,0.28818,0.022658,1.804,0.66825,1.3759,-0.4143,0.76451,1.524,0.22491,0.28965,0.94043,0.80013,0.51888,-0.56268,0.32666,0.16392,0.73575,0.23323,0.25854,0.029656,1.6057
0.91916,2.0359,4.3918,2.0668,4.4496,0.047289,0.072057,2.4809,2.8957,1.3355,4.629,2.6864,2.2016,2.7578,1.4925,1.0498,2.6684,1.642,2.5867,0.088677,6.6567,0.31803,0.015609,1.4241,0.80459,1.5594,-0.49333,0.72072,1.3953,0.27807,0.27937,0.70438,1.1173,0.71538,-0.75739,0.32124,0.12028,0.46937,0.2086,0.18515,0.02772,2.2071
0.95816,3.0932,4.9937,1.8868,4.4288,0.055587,0.054567,3.1829,2.7267,1.5172,6.0239,1.9609,2.4112,2.8777,1.3592,1.1136,2.4437,1.8693,2.65,0.056402,8.3541,0.3519,0.019193,1.4782,0.73773,1.1514,-0.42927,0.80484,1.4407,0.2137,0.20677,0.99415,0.81094,0.7079,-0.78905,0.43476,0.13957,0.56299,0.1938,0.26762,0.041637,2.3444
0.72297,2.9592,4.1885,1.8693,4.172,0.057366,0.078214,2.4506,2.0152,1.0514,5.4449,1.6942,2.0514,2.7011,2.0103,1.0052,2.4455,1.2983,2.5614,0.088344,9.6893,0.30875,0.014513,1.6785,0.5848,1.2314,-0.46088,0.67294,1.1479,0.32273,0.27178,0.67062,0.83349,0.71783,-0.87244,0.28722,0.10464,0.58558,0.20685,0.24109,0.028543,1.89
0.962,2.5557,4.3588,1.5617,3.6323,0.040469,0.057252,2.8092,2.5414,1.4687,5.0782,2.2673,2.1304,2.9487,1.5562,1.3521,2.1842,1.6735,1.9104,0.06463,7.268,0.3121,0.021708,1.7665,0.58571,1.2466,-0.50132,0.55616,1.3695,0.28071,0.29962,0.93418,1.0412,0.54015,-0.68252,0.33529,0.12891,0.69003,0.27,0.23035,0.037884,2.1257
0.9489,2.0704,3.0366,1.4065,4.4845,0.0602,0.072497,2.4478,2.0077,1.1397,4.1302,1.9577,2.1888,2.9273,2.078,1.1413,2.0096,1.3118,2.6283,0.05764,7.218,0.44098,0.015062,1.462,0.78733,1.6904,-0.43174,0.8453,1.0598,0.23753,0.25855,0.77623,0.95881,0.64802,-0.6713,0.32778,0.13611,0.59232,0.26566,0.17573,0.031269,1.5647
0.89142,2.6013,4.1549,2.0206,4.9739,0.046471,0.074013,2.3001,3.0538,1.4019,6.2744,2.3802,2.0185,2.0125,1.7305,0.88478,1.8644,1.8893,2.4659,0.068807,8.9083,0.37947,0.015441,1.5079,0.65576,1.4934,-0.59481,0.83427,1.2252,0.20123,0.2427,0.93777,0.72076,0.66107,-0.64614,0.46333,0.10739,0.45862,0.23444,0.19246,0.036451,1.8512
0.70928,2.488,4.6245,1.9477,4.8994,0.060422,0.069485,2.9215,2.4941,1.0614,4.3597,2.7366,1.6042,2.793,2.1051,1.2585,2.0011,2.004,2.8029,0.076666,7.1005,0.33209,0.019504,1.1325,0.54163,1.4112,-0.53174,0.77084,1.0629,0.21282,0.18682,0.74834,0.97573,0.73685,-0.87651,0.46193,0.13904,0.49912,0.20689,0.21374,0.039226,1.6135
0.83383,2.0699,3.3875,1.5848,4.8921,0.047458,0.060845,2.4071,2.2757,1.2238,4.3183,2.2265,1.5027,2.4666,1.5873,1.2811,1.6995,1.4285,1.7686,0.061911,8.1833,0.2994,0.019153,1.5985,0.81301,1.4735,-0.55554,0.64185,1.376,0.21804,0.24902,0.69644,0.72643,0.79203,-0.58337,0.31449,0.13774,0.68493,0.25818,0.2512,0.04565,2.4978
0.67564,2.1165,3.6813,2.2856,4.6637,0.06013,0.072272,1.9453,2.9206,1.2334,5.8879,2.5379,1.9472,2.1708,1.5906,1.2754,2.6239,1.7793,1.8445,0.075354,7.026,0.43982,0.019904,1.8234,0.8082,1.7396,-0.57898,0.60657,1.4988,0.19934,0.23885,0.74503,0.72423,0.67515,-0.87318,0.30738,0.1255,0.50945,0.25569,0.21936,0.033236,2.1393
0.63636,3.1762,3.5786,2.0583,4.9555,0.045732,0.061658,2.4932,2.3858,1.0313,4.6307,2.2664,1.4892,2.5755,2.0256,0.85458,2.0391,1.5321,2.4781,0.069966,9.8169,0.38715,0.023744,1.8078,0.76068,1.2761,-0.48899,0.65309,1.0861,0.26289,0.23736,0.98788,0.84081,0.6334,-0.56254,0.46508,0.16973,0.52577,0.18871,0.2444,0.041115,1.5203
0.88855,2.6814,4.1066,2.0332,4.5662,0.048995,0.068518,2.794,2.1536,1.1631,6.0121,2.3496,1.8101,2.9524,1.9966,1.0482,2.7736,1.3381,2.3577,0.087816,10.087,0.33413,0.019968,1.1921,0.52195,1.2578,-0.61115,0.82409,0.96054,0.2627,0.20037,0.78004,0.75119,0.54666,-0.8219,0.36693,0.13448,0.50551,0.2364,0.24209,0.038619,2.2945
0.91756,3.0988,3.0369,1.6681,3.5855,0.057367,0.060785,2.7536,2.3058,1.5729,5.7527,1.7405,2.2697,2.8372,1.8613,1.3496,2.1953,1.9211,1.7279,0.059691,9.5435,0.28968,0.017445,1.1938,0.52525,1.3439,-0.64679,0.60365,1.4622,0.30406,0.2277,0.90913,0.90533,0.70469,-0.62511,0.2932,0.11905,0.58347,0.17742,0.21326,0.036132,2.0076
0.96991,2.0847,4.1375,1.9846,5.0217,0.049741,0.079944,2.1198,2.8862,1.2473,5.2884,2.2854,2.0099,2.2861,2.1889,0.913,1.7803,1.9752,1.8316,0.090784,9.6496,0.31383,0.015639,1.6014,0.54407,1.6802,-0.5514,0.72364,1.3392,0.27497,0.29116,0.63662,0.76976,0.59589,-0.81921,0.4076,0.10256,0.47784,0.24854,0.25563,0.031161,2.342
0.94742,2.1961,4.3857,1.8177,5.2148,0.039903,0.074286,2.2267,2.2763,1.3845,6.0392,2.171,1.7785,1.966,1.4903,1.3824,2.4361,1.382,2.601,0.064694,7.8617,0.31079,0.023341,1.7656,0.72265,1.7559,-0.49848,0.85068,1.1311,0.26635,0.22731,0.66773,0.7112,0.52189,-0.66702,0.30627,0.12586,0.4632,0.2178,0.16793,0.030769,2.4712
0.8153,2.9534,3.005,1.9639,4.6532,0.042561,0.075174,2.1506,2.77,1.5549,4.6117,2.2912,2.2579,1.885,1.4329,0.86558,1.9211,2.0514,1.932,0.061001,8.658,0.37773,0.016778,1.5945,0.53624,1.5664,-0.44775,0.55292,1.3228,0.23061,0.28447,0.73202,0.83915,0.65278,-0.66328,0.43695,0.14054,0.50072,0.19812,0.23067,0.036277,1.9413
0.96407,2.2952,3.6779,2.3263,3.5943,0.052939,0.055686,2.2521,2.7155,1.163,5.0238,1.8703,2.167,2.8962,1.8856,0.99968,2.6431,1.48,2.4329,0.07586,6.9988,0.2695,0.023786,1.7409,0.52541,1.732,-0.40928,0.65554,1.3228,0.24798,0.24616,0.93278,1.0668,0.5366,-0.77869,0.41828,0.16909,0.66799,0.17521,0.2357,0.039443,1.7419
0.60748,2.5193,4.0925,2.2721,4.8987,0.049475,0.067543,2.3314,3.1864,1.357,5.1915,1.8103,1.6081,2.1452,1.5845,1.2488,2.1606,2.0335,1.7801,0.077902,8.3713,0.28371,0.022857,1.2643,0.81809,1.3167,-0.59539,0.58721,1.3684,0.24213,0.21223,0.92963,1.0875,0.68952,-0.58096,0.34315,0.11102,0.65589,0.26469,0.21949,0.035432,2.349
0.72471,2.8414,4.3094,1.9737,3.673,0.052143,0.065154,2.002,2.3366,1.0574,6.3618,1.8339,1.8622,2.592,1.96,1.2446,2.7788,1.581,2.5459,0.07441,9.3141,0.3202,0.0191,1.1242,0.6271,1.4014,-0.62371,0.72546,1.0772,0.29736,0.26383,0.80353,0.87853,0.73607,-0.76314,0.38755,0.13624,0.48496,0.23296,0.24579,0.028787,1.8857
0.67486,3.0065,4.645,1.5396,3.3022,0.049118,0.064277,2.7247,3.1623,1.2556,4.2913,2.6999,1.9939,2.978,1.9821,1.2633,2.7429,1.3594,2.8052,0.070659,10.397,0.43022,0.016156,1.6159,0.5221,1.36,-0.63266,0.72272,1.0863,0.31019,0.18516,0.76977,0.75885,0.57847,-0.69912,0.36742,0.15521,0.62721,0.18058,0.2261,0.033583,2.1447
0.70815,2.2156,4.7252,2.2786,3.7722,0.055743,0.058033,2.8356,3.0869,1.5557,5.7926,2.5946,2.1822,1.901,2.0048,0.85313,2.2015,1.2444,2.622,0.074017,8.2375,0.31284,0.022506,1.8142,0.67878,1.3219,-0.54382,0.71862,1.1718,0.3109,0.2088,0.77565,0.69076,0.59473,-0.68643,0.37484,0.12301,0.51055,0.21465,0.18017,0.029361,2.4701
0.79466,2.414,3.0838,2.1501,4.2057,0.06206,0.075285,2.2638,3.1503,1.4269,6.2089,2.6733,2.389,2.8471,1.905,0.85062,2.6136,1.8755,1.7117,0.062466,7.9103,0.3824,0.016492,1.5139,0.70574,1.4413,-0.65064,0.56936,1.3321,0.26124,0.21438,0.98935,1.0598,0.62785,-0.6069,0.28471,0.11657,0.59519,0.24695,0.1987,0.04309,1.8102
0.69525,2.1567,3.877,2.031,3.8729,0.056705,0.070766,2.1167,3.1985,1.4412,6.6056,1.8829,1.957,2.1418,2.1741,1.1189,1.8982,1.2881,2.2661,0.057583,8.1922,0.2676,0.01941,1.4929,0.78966,1.3062,-0.41402,0.71741,1.1947,0.28475,0.25239,0.90793,0.92345,0.60657,-0.82796,0.35248,0.13968,0.68802,0.21876,0.16824,0.038514,1.5075
0.78129,3.2157,4.4541,1.8641,5.1457,0.054931,0.072977,2.5634,3.1362,0.96763,4.0938,1.8257,2.2608,2.3254,1.5122,1.2859,1.8293,1.3084,2.2367,0.05583,10.966,0.31086,0.019347,1.6679,0.71015,1.6478,-0.45726,0.57389,1.4571,0.27989,0.27064,0.6705,1.1343,0.74536,-0.63517,0.38629,0.14228,0.74494,0.22607,0.21471,0.041293,1.9949
0.82303,2.8292,4.7988,2.1884,4.4368,0.044911,0.055088,2.0987,2.3033,1.535,4.3095,1.8297,1.8864,2.106,2.1322,0.97634,1.7482,2.0578,1.8839,0.083885,6.9712,0.39726,0.018938,1.4013,0.71573,1.473,-0.53888,0.85654,1.0329,0.24016,0.20213,0.71848,1.0492,0.65004,-0.68791,0.41269,0.13577,0.57322,0.27364,0.17559,0.04575,2.3484
0.84918,2.1154,4.0184,1.4512,3.6239,0.053803,0.079225,2.9241,2.1055,1.0696,6.3495,2.0717,2.4106,2.2265,2.0617,1.38,1.9963,1.5823,2.6428,0.066885,7.4207,0.29888,0.020882,1.546,0.59753,1.6271,-0.56843,0.65298,1.3613,0.23279,0.18151,0.7983,0.81168,0.63588,-0.74315,0.37445,0.10566,0.60068,0.19962,0.22718,0.028197,1.8516
0.94735,2.288,4.7606,1.8513,3.687,0.062226,0.065448,2.5743,2.213,1.4406,5.0445,2.0835,2.3956,2.3217,1.3457,0.86148,2.1506,1.6807,1.8391,0.085807,8.2429,0.37509,0.023344,1.7885,0.77582,1.3567,-0.42204,0.78134,1.3222,0.24867,0.22395,0.68068,0.7314,0.69419,-0.91693,0.34865,0.16752,0.49505,0.1962,0.21981,0.032622,1.5216
0.59515,2.6471,3.9033,2.0799,4.09,0.04835,0.082988,1.9636,2.7286,1.3452,5.1253,1.9301,2.34,2.8059,1.3859,1.2249,1.7034,1.6032,2.2086,0.065584,9.1669,0.31774,0.018255,1.8366,0.67324,1.294,-0.59293,0.81093,1.0303,0.22936,0.27149,0.96035,0.76902,0.8402,-0.90102,0.44165,0.11496,0.61134,0.17438,0.2303,0.03442,1.6807
0.68609,2.7442,4.4683,2.0986,3.1614,0.057667,0.071191,2.8597,2.3857,1.1029,4.3907,1.743,2.1921,2.1107,1.9891,0.93891,2.4927,1.4363,1.8495,0.083959,10.855,0.39789,0.023773,1.5407,0.80057,1.7264,-0.53367,0.7482,1.1582,0.27928,0.22337,0.98545,0.82229,0.76911,-0.64975,0.43093,0.13154,0.50004,0.27412,0.24581,0.029582,2.0831
0.83705,2.3197,4.2961,1.8696,4.5409,0.060581,0.051448,3.1002,2.7927,1.1345,6.0296,1.9106,2.0154,2.1392,1.4176,1.1957,2.3221,1.6586,2.7295,0.061132,9.8593,0.4183,0.017981,1.6781,0.80974,1.4842,-0.62204,0.81845,1.2575,0.21673,0.22995,0.74988,0.74787,0.77232,-0.84125,0.40781,0.10424,0.52933,0.26271,0.20084,0.039113,2.4908
0.71704,2.2862,4.9349,2.2162,4.1092,0.04933,0.058853,2.9862,2.4306,1.2766,5.9299,2.1901,2.3487,3.0436,1.7401,1.1733,2.2045,1.7693,1.8821,0.074371,7.2835,0.41463,0.014894,1.4026,0.67565,1.0649,-0.62523,0.66553,0.95301,0.26182,0.29872,0.74268,0.80064,0.74085,-0.86192,0.37362,0.13671,0.5761,0.20162,0.21201,0.032551,2.4934
0.82502,2.3859,4.9512,1.9675,3.7287,0.053003,0.05343,2.2207,2.3122,1.171,5.6799,2.6409,1.6445,2.1149,2.1096,1.1598,2.03,1.407,2.4844,0.083467,10.962,0.38933,0.022583,1.4896,0.62264,1.3346,-0.64195,0.81943,0.93081,0.21847,0.25135,0.97546,0.91456,0.60542,-0.65193,0.4053,0.16848,0.56194,0.17329,0.17174,0.034157,2.1918
0.82351,2.3324,3.8889,2.0579,4.1491,0.042126,0.074004,2.6573,2.0216,1.2244,6.2072,1.6859,1.9106,2.5884,1.5742,1.0719,1.8707,1.3126,1.9748,0.055769,9.3243,0.34876,0.018916,1.3876,0.53532,1.532,-0.61623,0.77979,1.1092,0.20466,0.24876,0.72665,0.79009,0.71145,-0.88828,0.33592,0.13681,0.59023,0.26361,0.23183,0.036496,1.7491
0.90139,2.4389,3.5591,1.6853,4.8529,0.047511,0.08272,2.3475,2.9266,1.1312,5.9432,1.947,1.9815,2.6035,1.6681,1.2902,1.8012,1.8962,2.7351,0.073363,7.2204,0.35313,0.020911,1.2005,0.60984,1.6551,-0.58841,0.54948,0.98997,0.30779,0.19239,0.66698,1.0407,0.77111,-0.65788,0.46668,0.10454,0.6453,0.26712,0.24781,0.042522,2.2377
0.95799,2.4124,3.3026,1.524,3.3378,0.041841,0.069296,2.5578,3.1008,1.0759,5.8833,2.161,1.6071,2.8999,1.9973,1.2132,1.7551,1.5997,1.8782,0.05835,8.8303,0.32717,0.01535,1.2766,0.69312,1.1993,-0.54199,0.68517,1.342,0.2664,0.18549,0.68304,0.91897,0.79815,-0.73151,0.4597,0.10279,0.47129,0.22054,0.23238,0.033883,2.2244
0.92039,2.5586,4.703,1.8145,4.1124,0.049384,0.071869,2.2148,2.5088,1.0874,4.621,2.4822,2.4627,2.7447,1.5811,0.8362,2.7006,1.9311,1.7972,0.084543,10.185,0.3321,0.02132,1.6879,0.56449,1.1175,-0.57973,0.58296,0.93434,0.22608,0.2328,0.88886,0.7648,0.80116,-0.71424,0.38772,0.15352,0.60395,0.24541,0.17513,0.029035,1.7531
0.84044,2.7422,4.261,2.24,3.9514,0.053815,0.05633,2.9612,2.823,1.2544,5.9277,1.7401,2.0675,2.3939,1.7563,1.1062,2.4536,1.8192,1.9711,0.055294,8.0671,0.30183,0.020136,1.2217,0.79198,1.6447,-0.42127,0.55719,1.5046,0.32255,0.27629,0.96815,0.89856,0.5816,-0.64473,0.40513,0.14718,0.4854,0.18075,0.17506,0.037481,1.913
0.83919,3.1834,3.1058,2.2301,4.446,0.057401,0.055161,2.5588,2.7637,1.3593,6.2398,2.5031,2.2506,2.7616,1.5218,1.045,1.8404,1.6742,2.4605,0.076183,7.0754,0.35482,0.01521,1.3409,0.64189,1.6022,-0.64042,0.84393,1.0767,0.22436,0.29822,0.97277,0.75887,0.80983,-0.67875,0.29933,0.16325,0.63518,0.1898,0.25173,0.033317,2.2363
0.68149,3.0342,3.1105,1.8717,3.285,0.063432,0.053863,2.6403,2.0884,1.3751,6.0029,1.8551,2.1309,2.5703,2.1551,0.84957,2.7293,1.4497,1.7181,0.085878,9.8901,0.28306,0.017594,1.7471,0.66089,1.5221,-0.44919,0.59877,1.0497,0.28931,0.26671,0.83469,1.0051,0.54241,-0.76111,0.45795,0.14305,0.64363,0.27024,0.25737,0.038538,2.4822
0.78723,2.6236,3.4894,1.5926,3.1972,0.063509,0.060346,2.6825,2.5608,1.048,6.0527,1.9007,1.5956,1.9563,1.9506,1.3829,2.7994,1.8083,2.4967,0.079515,8.7878,0.37525,0.0145,1.1418,0.61383,1.1774,-0.58308,0.57765,1.1629,0.27414,0.21949,0.91559,0.70528,0.59377,-0.78329,0.41807,0.1146,0.47396,0.17055,0.20524,0.035531,2.1177
