8.7399,6.46,7.059,2.6329,5.08,2.5252,5.8,4.154e-07,6.3109,7.3698,2.148,3,2.2728,3.7412e-07,1.1797,-1,1.878,1.977e-07,-0.063065,-1
8.7399,6.46,6.1374,1.9111,5.08,2.3589,5.8,7.3341e-08,6.5469,9.702,2.148,3,1.5998,5.0608e-08,1.13,-1,1.9291,2.8121e-08,0.06442,-1
8.7399,6.46,5.1806,1.5757,5.08,1.2764,5.8,1.1257e-06,7.1821,8.2436,2.148,3,1.6642,4.0313e-07,1.4239,-1,1.9905,2.6393e-07,0.12223,-0.99999
8.7399,6.46,5.4515,0.60484,5.08,1.213,5.8,3.6881e-07,6.5888,11,2.148,3,1.5,1.287e-07,0.77911,-1,2.1458,9.0088e-08,0.045282,-1
8.7399,6.46,5.1243,1.3438,5.08,0.88672,5.8,1.1445e-06,6.6467,10.943,2.148,3,1.5,3.9491e-07,0.95284,-1,1.8989,2.3681e-07,-0.20991,-1
8.7399,6.46,4.4181,0.097956,5.08,0.50409,5.8,2.3073e-07,6.0505,6.7197,2.148,3,1.5038,1.5565e-07,1.1604,-1,1.8107,1.0789e-07,-0.23053,-0.99981
8.7399,6.46,5.6805,0.67018,5.08,1.2746,5.8,6.5313e-07,6.4566,7.8391,2.148,3,1.5,3.3948e-07,0.55115,-1,1.9459,2.0229e-07,-0.44751,-1
8.7399,6.46,6.9092,2.1524,5.08,2.7268,5.8,5.1701e-07,5.8281,9.1338,2.148,3,1.7313,4.4106e-07,1.0266,-1,2.0142,2.4239e-07,-0.23885,-1
8.7399,6.46,6.5833,1.7486,5.08,1.8664,5.8,1.4283e-07,5.8533,7.1669,2.148,3,2.2359,1.1493e-07,1.0149,-1,1.6941,7.0073e-08,-0.22306,-1
8.7399,6.46,6.1146,1.2655,5.08,1.8053,5.8,9.334e-08,6.7497,11,2.148,3,1.7387,5.8754e-08,1.2237,-1,1.9152,3.4202e-08,0.16161,-1
