0.86641,1.4,8.3398e-08,8.0358e-08,8.1397e-08,2.3023e-05,0.18016,0.27108,0.0079331,0.044017
0.54971,1.4,1.1531e-07,1.1312e-07,1.1413e-07,5.1141e-05,0.12357,0.22724,-0.047729,0.022453
0.93889,1.4,9.6801e-08,9.3213e-08,9.4322e-08,2.3518e-05,0.14053,0.266,0.0024475,0.042563
0.64078,1.4,3.9355e-08,3.8596e-08,3.9092e-08,1.8507e-05,0.12029,0.17424,-0.037658,0.019471
1.0182,1.4,1.4281e-07,1.3701e-07,1.3923e-07,3.4736e-05,0.1815,0.28211,-0.0042464,0.044188
0.60811,1.4,2.0345e-07,1.9687e-07,1.9885e-07,8.3281e-05,0.12653,0.20792,-0.018825,0.022237
0.77025,1.4,3.8246e-08,3.6896e-08,3.7319e-08,1.2464e-05,0.17306,0.25486,-0.02348,0.034281
0.80368,1.4,1.5613e-07,1.5269e-07,1.5526e-07,5.2704e-05,0.12798,0.21962,-0.019466,0.040795
0.98531,1.4,1.2225e-07,1.1726e-07,1.1916e-07,3.0217e-05,0.14448,0.2261,-0.027342,0.041015
0.79246,1.4,1.9215e-07,1.8726e-07,1.8966e-07,5.7759e-05,0.12152,0.21998,-0.033468,0.032604
0.86377,1.4,9.5461e-08,9.1567e-08,9.2721e-08,2.5626e-05,0.13715,0.26689,-0.030346,0.033831
0.72047,1.4,1.7718e-07,1.7336e-07,1.7528e-07,8.2686e-05,0.12783,0.1899,-0.002223,0.024555
0.80771,1.4,4.9193e-08,4.7927e-08,4.8401e-08,1.5974e-05,0.13491,0.2373,0.0082715,0.043582
0.85966,1.4,8.1073e-08,7.7993e-08,7.9076e-08,2.3347e-05,0.15408,0.22615,-0.0070194,0.039728
0.87001,1.4,3.434e-08,3.3377e-08,3.3909e-08,1.1674e-05,0.1838,0.18592,0.015437,0.056822
0.51688,1.4,1.7454e-07,1.7116e-07,1.7291e-07,3.3721e-05,0.17452,0.21635,-0.045541,0.024385
0.58666,1.4,1.8078e-08,1.7783e-08,1.7897e-08,1.0459e-05,0.12265,0.21229,-0.015465,0.023594
0.87132,1.4,5.9694e-08,5.7297e-08,5.8131e-08,1.6559e-05,0.16443,0.27897,-0.014703,0.047289
0.65326,1.4,3.0164e-08,2.9396e-08,2.978e-08,1.4918e-05,0.15382,0.18089,-0.033812,0.02587
0.58776,1.4,4.2161e-08,4.1054e-08,4.1484e-08,2.0814e-05,0.14795,0.19399,-0.028748,0.019816
0.82079,1.4,3.4771e-08,3.3881e-08,3.4407e-08,1.2422e-05,0.16256,0.2047,-0.0080353,0.041392
0.89598,1.4,6.5127e-08,6.2495e-08,6.3436e-08,1.8241e-05,0.17966,0.25307,0.0072831,0.049352
0.97031,1.4,8.1928e-08,7.917e-08,8.0238e-08,2.2201e-05,0.14828,0.20665,0.0077926,0.047633
0.8852,1.4,3.4635e-08,3.367e-08,3.4141e-08,1.0907e-05,0.18285,0.21845,0.018005,0.055988
0.83305,1.4,3.1319e-08,3.033e-08,3.0768e-08,1.034e-05,0.17691,0.20806,0.012739,0.051643
0.64739,1.4,2.0752e-07,2.0173e-07,2.047e-07,8.2408e-05,0.18288,0.21276,-0.043451,0.035504
0.97513,1.4,1.1356e-07,1.0904e-07,1.1071e-07,2.7885e-05,0.15367,0.24029,-0.0090279,0.041727
0.83101,1.4,5.6941e-08,5.4786e-08,5.5384e-08,1.6931e-05,0.13812,0.26231,-0.012033,0.041625
0.78251,1.4,1.7134e-08,1.654e-08,1.6766e-08,5.8576e-06,0.1333,0.22559,-0.0010077,0.037251
0.51012,1.4,1.5028e-07,1.4715e-07,1.4875e-07,1.2733e-05,0.17554,0.23011,-0.0051078,0.030584
0.8769,1.4,1.7823e-07,1.7298e-07,1.7497e-07,5.2205e-05,0.13684,0.21077,-0.020952,0.028911
